-0.069,-0.012,0.983
-0.072,-0.010,0.974
-0.074,-0.006,0.984
-0.074,-0.004,0.982
-0.066,-0.015,0.977
-0.070,-0.015,0.977
-0.070,-0.015,0.981
-0.067,-0.017,0.979
-0.075,-0.012,0.981
-0.069,-0.013,0.984
-0.069,-0.017,0.981
-0.071,-0.014,0.979
-0.073,-0.016,0.979
-0.069,-0.014,0.984
-0.070,-0.021,0.975
-0.067,-0.014,0.970
-0.072,-0.019,0.979
-0.070,-0.010,0.972
-0.104,0.056,0.978
-0.109,0.073,0.971
-0.076,0.095,0.993
-0.053,0.033,1.090
-0.074,-0.025,1.021
-0.054,0.059,0.980
-0.039,0.026,0.985
0.027,0.218,1.083
-0.131,0.156,1.182
-0.275,0.008,1.166
-0.315,0.149,1.438
-1.154,0.364,0.156
-0.274,0.047,0.792
-0.120,0.332,0.890
-0.131,0.425,0.988
0.257,0.494,0.882
-0.464,0.806,1.999
-0.095,0.665,1.129
-0.086,0.657,1.252
-0.028,0.762,1.141
-0.128,0.554,1.132
-0.151,0.511,1.150
-0.168,0.460,1.052
-0.142,0.351,0.948
-0.102,0.365,0.800
-0.081,0.420,0.765
-0.084,0.411,0.678
-0.116,0.320,0.521
-0.126,0.339,0.365
-0.086,0.365,0.299
-0.045,0.506,0.301
-0.013,0.481,0.248
-0.025,0.457,0.074
0.006,0.418,-0.014
0.086,0.426,-0.052
0.123,0.510,-0.056
0.124,0.629,0.025
0.072,0.779,0.149
-0.040,0.596,0.503
-0.146,0.484,0.958
-0.085,0.680,1.216
0.006,0.644,1.524
-0.019,0.653,1.726
0.095,0.853,1.804
0.109,1.006,1.817
-0.023,0.826,1.808
-0.097,0.652,1.795
-0.083,0.692,1.695
-0.025,0.835,1.725
-0.195,0.651,1.642
-0.189,0.396,1.453
-0.063,0.415,1.173
-0.022,0.521,1.127
-0.136,0.438,1.096
-0.135,0.306,1.018
-0.069,0.339,0.726
0.033,0.577,0.577
-0.024,0.371,0.512
-0.080,0.325,0.476
-0.059,0.187,0.392
-0.084,0.132,0.237
-0.011,0.177,0.187
0.046,0.192,0.209
0.033,0.192,0.243
0.016,0.195,0.252
0.041,0.152,0.250
0.077,0.152,0.264
0.078,0.147,0.278
0.069,0.257,0.309
0.059,0.471,0.364
0.104,0.431,0.388
0.089,0.413,0.460
0.078,0.550,0.537
-0.114,0.592,0.443
-0.232,0.585,0.515
0.097,0.447,0.751
0.098,0.363,0.898
-0.099,0.191,0.918
-0.164,0.171,1.005
-0.013,0.201,1.397
-0.016,0.402,1.636
-0.156,0.561,1.669
-0.318,0.722,1.821
-0.538,0.809,1.999
-0.299,0.981,1.999
-0.308,1.136,1.999
-0.296,1.288,1.753
-0.298,1.155,1.684
-0.276,0.811,1.562
-0.225,0.491,1.521
-0.237,0.203,1.323
-0.335,0.274,1.188
-0.153,0.498,1.163
-0.072,0.355,1.066
-0.066,0.170,0.802
-0.105,0.004,0.492
-0.158,0.308,0.168
0.040,0.536,0.225
-0.068,0.189,0.158
-0.135,0.055,0.163
-0.104,-0.108,0.026
0.051,0.285,0.051
0.121,0.292,0.130
0.037,0.124,0.192
0.020,0.085,0.199
0.032,0.051,0.248
0.058,0.123,0.267
0.007,0.277,0.233
0.018,0.369,0.258
0.104,0.659,0.394
0.192,0.842,0.489
0.070,0.871,0.538
-0.190,0.284,0.580
-0.248,0.021,0.675
-0.107,0.156,0.764
-0.053,0.197,0.800
-0.077,0.047,0.908
-0.004,-0.074,1.101
-0.004,0.116,1.170
0.047,0.509,1.231
0.032,0.670,1.581
-0.011,0.839,1.827
0.059,1.100,1.999
0.077,1.412,1.999
0.098,1.769,1.999
0.092,1.577,1.999
-0.015,1.293,1.999
